Indicação Fiscal;Inscrição Imobiliária;Data Criação Alvará;Data Início Obra;Data Conclusão Obra;Logradouro;Número;Bairro;Grupo Zoneamento;Abrangência;Quantidade Pavimentos;Quantidade de Unidades Residênciais;Quantidade Unidades Não Residênciais;Número Alvará;Uso(s) Alvará;Sub-Uso(s) Alvará;Finalidade;Material(is);Metragem Área Remanescente;Metragem Construída Lote;Número de CAPACs Utilizadas;ACA-Área Adicional de Construção;Área Liberada;Metragem Área Reforma Alvará;Quantidade Blocos Alvará;Quantidade Sub-Solo Alvará;Autor do Projeto;Número Registro Crea/Cau AU;Responsável Técnico;Número Registro Crea/Cau RT;Firma Construtora;Número CVCO;Tipo Vistoria;Data Vistoria
86.353.054;64.6.0061.1612; 15/05/2015 ; 13/08/2015 ;;CIDADE DE GOIOERÊ;451;ALTO BOQUEIRÃO;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Boqueirao;2;1;0;335.329;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";210,00;151,24;0;0,00;109,24;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;;;;
87.278.012;42.1.0063.0078; 15/05/2015 ; 13/08/2015 ;;ANTONIO GOMIDE;57;FAZENDINHA;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Portao;2;1;0;335.336;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";360,00;162,96;0;0,00;110,85;0,00;0;0;ANTONIO VALMOR JUNKES JUNIOR;PR0000032577D;ANTONIO VALMOR JUNKES JUNIOR;PR0000032577D;;;;
94.241.008;51.1.0025.0282; 15/05/2015 ; 13/08/2015 ; 16/04/2018 ;SEZINANDO CORDEIRO DA SILVA;76;CACHOEIRA;ZROC-1 - ZONA RESIDENCIAL DE OCUPAÇÃO CONTROLADA 1;Unidade Regional Boa Vista;1;1;0;335.332;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";126,00;27,91;0;0,00;27,91;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;DOUGLAS ROBERTO HEIM LASS;PR0000004815D;RIZZATTO & RIZZATTO LTDA;;;
94.241.014;51.1.0025.0324; 15/05/2015 ; 13/08/2015 ; 20/09/2018 ;SEZINANDO CORDEIRO DA SILVA;126;CACHOEIRA;ZROC-1 - ZONA RESIDENCIAL DE OCUPAÇÃO CONTROLADA 1;Unidade Regional Boa Vista;1;1;0;335.335;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";126,00;27,91;0;0,00;27,91;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;DOUGLAS ROBERTO HEIM LASS;PR0000004815D;RIZZATTO & RIZZATTO LTDA;;;
94.241.016;51.1.0025.0338; 15/05/2015 ; 13/08/2015 ; 20/09/2018 ;SEZINANDO CORDEIRO DA SILVA;142;CACHOEIRA;ZROC-1 - ZONA RESIDENCIAL DE OCUPAÇÃO CONTROLADA 1;Unidade Regional Boa Vista;1;1;0;335.323;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";126,00;42,60;0;0,00;42,60;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;DOUGLAS ROBERTO HEIM LASS;PR0000004815D;RIZZATTO & RIZZATTO LTDA;;;
94.241.018;51.1.0025.0352; 15/05/2015 ; 13/08/2015 ; 20/09/2018 ;SEZINANDO CORDEIRO DA SILVA;160;CACHOEIRA;ZROC-1 - ZONA RESIDENCIAL DE OCUPAÇÃO CONTROLADA 1;Unidade Regional Boa Vista;1;1;0;335.321;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";126,00;33,00;0;0,00;33,00;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;DOUGLAS ROBERTO HEIM LASS;PR0000004815D;RIZZATTO & RIZZATTO LTDA;;;
94.241.023;51.1.0025.0076; 15/05/2015 ; 13/08/2015 ; 16/04/2018 ;DAVID BODZIAK;1.521;CACHOEIRA;ZROC-1 - ZONA RESIDENCIAL DE OCUPAÇÃO CONTROLADA 1;Unidade Regional Boa Vista;2;2;0;335.319;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";126,00;92,40;0;0,00;92,40;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;DOUGLAS ROBERTO HEIM LASS;PR0000004815D;RIZZATTO & RIZZATTO LTDA;;;
94.241.024;51.1.0025.0082; 15/05/2015 ; 13/08/2015 ; 16/04/2018 ;DAVID BODZIAK;1.513;CACHOEIRA;ZROC-1 - ZONA RESIDENCIAL DE OCUPAÇÃO CONTROLADA 1;Unidade Regional Boa Vista;1;1;0;335.328;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";126,00;34,29;0;0,00;34,29;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;DOUGLAS ROBERTO HEIM LASS;PR0000004815D;RIZZATTO & RIZZATTO LTDA;;;
94.241.025;51.1.0025.0090; 15/05/2015 ; 13/08/2015 ; 16/04/2018 ;DAVID BODZIAK;1.505;CACHOEIRA;ZROC-1 - ZONA RESIDENCIAL DE OCUPAÇÃO CONTROLADA 1;Unidade Regional Boa Vista;1;1;0;335.326;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";126,00;34,29;0;0,00;34,29;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;DOUGLAS ROBERTO HEIM LASS;PR0000004815D;RIZZATTO & RIZZATTO LTDA;;;
94.241.036;51.1.0025.0186; 15/05/2015 ; 13/08/2015 ; 21/12/2017 ;DAVID BODZIAK;1.421;CACHOEIRA;ZROC-1 - ZONA RESIDENCIAL DE OCUPAÇÃO CONTROLADA 1;Unidade Regional Boa Vista;1;1;0;335.303;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";174,53;27,91;0;0,00;27,91;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;DOUGLAS ROBERTO HEIM LASS;PR0000004815D;RIZZATTO & RIZZATTO LTDA;;;
94.241.038;51.1.0025.0202; 15/05/2015 ; 13/08/2015 ; 21/12/2017 ;SOFIA WINKLEWSKI DYMINSKI;544;CACHOEIRA;ZROC-1 - ZONA RESIDENCIAL DE OCUPAÇÃO CONTROLADA 1;Unidade Regional Boa Vista;1;1;0;335.306;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";150,78;42,60;0;0,00;42,60;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;DOUGLAS ROBERTO HEIM LASS;PR0000004815D;RIZZATTO & RIZZATTO LTDA;;;
28.061.023;20.1.0065.0380; 15/06/2015 ; 14/09/2015 ; 12/05/2016 ;RAUL CARON;546;CAPÃO DA IMBUIA;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Cajuru;2;3;0;335.998;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";384,00;353,57;0;0,00;353,57;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;;;;
38.199.012;36.0.0025.0294; 15/06/2015 ; 14/09/2015 ; 18/11/2016 ;DOUTOR EDUARDO MENDES GONÇALVES;729;BAIRRO ALTO;ZT-LV - ZONA DE TRANSIÇÃO LINHA VERDE - 3 - S. NORTE-AIB1;Unidade Regional Boa Vista;2;1;0;335.999;CONJUNTO HABITACIONAL DE RESIDENCIAS ISOLADAS;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";51.881,81;335,70;0;0,00;335,70;0,00;0;1;FERNANDO SALLES VILELA RAMOS;PR0000114934D;FERNANDO SALLES VILELA RAMOS;PR0000114934D;;;;
52.015.005;14.0.0062.0012; 15/06/2015 ; 14/09/2015 ;;GUARATUBA;494;AHÚ;ZR4 - ZONA RESIDENCIAL 4;Unidade Regional Matriz;3;4;0;336.020;HABITAÇÃO UNIFAMILIAR EM SÉRIE;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";537,63;574,76;0;0,00;574,76;0,00;0;0;ILDENEI JOSÉ CZERNIAK;PR0000080462D;ILDENEI JOSÉ CZERNIAK;PR0000080462D;;;;
58.025.030;36.1.0006.0128; 15/06/2015 ; 14/09/2015 ; 19/07/2016 ;EPAMINONDAS SANTOS;66;BAIRRO ALTO;ZT-LV - ZONA DE TRANSIÇÃO LINHA VERDE - 3 - S. NORTE-AIB1;Unidade Regional Boa Vista;2;1;0;336.017;HABITAÇÃO UNIFAMILIAR;"******; Edícula / Dependência";CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";470,00;175,31;0;0,00;175,31;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;;;;
58.246.030;36.1.0071.0438; 15/06/2015 ; 14/08/2015 ; 09/10/2017 ;DOS COQUEIROS;146;BAIRRO ALTO;ZT-LV - ZONA DE TRANSIÇÃO LINHA VERDE - 3 - S. NORTE-AIB1;Unidade Regional Boa Vista;0;0;0;336.015;;;DEMOLIÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";360,00;0,00;0;0,00;0,00;0,00;0;0;;;;;;;;
74.104.005;34.0.0027.0326; 15/06/2015 ; 14/08/2015 ;;BENVENUTO GUSSO;168;BOA VISTA;ZR4 - ZONA RESIDENCIAL 4;Unidade Regional Boa Vista;0;0;0;336.014;;;DEMOLIÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";595,00;0,00;0;0,00;0,00;0,00;0;0;;;;;;;;
81.860.017;73.4.0008.0332; 15/06/2015 ; 14/09/2015 ;;FRANCISCO FERREIRA FILHO;65;UMBARÁ;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Bairro Novo;2;1;0;336.001;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";150,00;130,43;0;0,00;130,43;0,00;0;0;CRISTIANE SZWEC GONÇALVES;PR0000062071D;CRISTIANE SZWEC GONÇALVES;PR0000062071D;;;;
82.179.006;57.2.0040.0934; 15/06/2015 ; 14/09/2015 ;;PEDRO WIELER;1.041;XAXIM;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boqueirao;2;1;0;336.012;CONJUNTO HABITACIONAL DE RESIDENCIAS ISOLADAS;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";12.100,00;183,98;0;0,00;183,98;0,00;0;0;RUI LUIZ LAMMEL;PR0000016704D;RUI LUIZ LAMMEL;PR0000016704D;;;;
82.623.014;65.6.0136.0202; 15/06/2015 ; 14/09/2015 ; 01/02/2016 ;JUSSARA;1.824;SÍTIO CERCADO;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Bairro Novo;2;2;0;336.002;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";160,00;124,80;0;0,00;124,80;0,00;0;0;CRISTIANE SZWEC GONÇALVES;PR0000062071D;CRISTIANE SZWEC GONÇALVES;PR0000062071D;;;;
82.863.009;65.3.0207.0286; 15/06/2015 ; 14/09/2015 ; 10/10/2017 ;CIPRIANA GONÇALVES DOS SANTOS CARDOSO;78;SÍTIO CERCADO;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Bairro Novo;2;1;0;336.000;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";160,00;167,71;0;0,00;167,71;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;;;;
84.262.020;57.1.0008.0378; 15/06/2015 ; 14/08/2015 ;;CRISTIANO STROBEL;2.544;XAXIM;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boqueirao;0;1;0;336.010;HABITAÇÃO UNIFAMILIAR;******;DEMOLIÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";367,50;0,00;0;0,00;152,49;0,00;0;0;;;;;;;;
86.237.024;37.0.0116.0726; 15/06/2015 ; 14/09/2015 ; 20/04/2018 ;PADRE JÚLIO SAAVEDRA;1.090;UBERABA;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Cajuru;2;1;0;335.997;CONJUNTO HABITACIONAL DE RESIDENCIAS ISOLADAS;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";14.060,29;252,91;0;0,00;252,91;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;ACASSIO STANGHERLIN;PR0000110075D;;;;
89.169.013;75.7.0031.0334; 15/06/2015 ; 14/09/2015 ;;ARTHUR MARTINS FRANCO;405;CIDADE INDUSTRIAL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;1;0;336.003;CONJUNTO HABITACIONAL DE RESIDENCIAS ISOLADAS;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";22.219,85;136,68;0;0,00;136,68;0,00;0;0;DARCY MEIRA SOUZA FILHO;PR0000011536D;DARCY MEIRA SOUZA FILHO;PR0000011536D;;;;
89.926.022;68.1.0016.0184; 15/06/2015 ; 14/09/2015 ;;ANTONIO DIAS DE ANDRADE;39;AUGUSTA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;1;1;0;336.021;HABITAÇÃO UNIFAMILIAR;******;MORADIA POPULAR;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";110,50;66,19;0;0,00;66,19;0,00;0;0;;;;;;;;
96.153.016;53.0.0086.0044; 15/06/2015 ; 14/09/2015 ; 08/04/2016 ;JOSÉ ANTONIO LEPREVOST;1.054;SANTA CÂNDIDA;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Boa Vista;3;13;0;336.013;HABITAÇÃO COLETIVA;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";843,00;1.155,62;0;0,00;1.155,62;0,00;0;1;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;NORBERTO BERNSDORF;PR0000017083D;;;;
23.103.021;11.1.0078.0136; 15/07/2015 ; 13/10/2015 ;;JERÔNIMO DURSKI;880;BIGORRILHO;ZR3-T - ZONA RESIDENCIAL 3 TRANSIÇÃO;Unidade Regional Matriz;2;1;2;336.664;"COMÉRCIO E SERVIÇO SETORIAL; COMÉRCIO E SERVIÇO VICINAL; HABITAÇÃO UNIFAMILIAR";******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";1.253,50;1.897,89;0;0,00;1.897,89;0,00;2;1;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;EUCLIDES ROBERTO ZAGONEL CIRUELOS;PR0000014334D;ENGEMATRIX ENGENHARIA E INFORMATICA S/A;;;
28.001.060;20.0.0047.0416; 15/07/2015 ; 13/10/2015 ;;PRESIDENTE AFFONSO CAMARGO;3.925;CAPÃO DA IMBUIA;EAC - EIXO PRESIDENTE AFFONSO CAMARGO;Unidade Regional Cajuru;3;0;1;336.654;COMÉRCIO E SERVIÇO SETORIAL;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";352,00;346,39;0;0,00;346,39;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;ROGERIO MENTA;PR0000015510D;;;;
29.069.037;44.3.0001.0766; 15/07/2015 ; 13/10/2015 ; 15/05/2018 ;EDUARDO SPRADA;2.388;CAMPO COMPRIDO;ZR1 - ZONA RESIDENCIAL 1;Unidade Regional Portao;2;1;0;336.681;CONJUNTO HABITACIONAL DE RESIDENCIAS ISOLADAS;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";91.453,56;497,40;0;0,00;497,40;0,00;0;1;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;BRUNO GRANDE DOS REIS;PR0000124173D;;;;
39.042.266;60.0.0063.0926; 15/07/2015 ; 13/10/2015 ; 26/10/2015 ;TAPIRANGA;92;SÃO BRAZ;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;2;1;0;336.679;CONJUNTO HABITACIONAL DE RESIDENCIAS ISOLADAS;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";18.140,82;354,43;0;0,00;354,43;0,00;0;1;AHIRAM ROQUISTSKI;;AHIRAM ROQUISTSKI;;;;;
39.156.073;60.2.0017.0538; 15/07/2015 ; 13/10/2015 ; 01/02/2016 ;VEREADOR TOALDO TÚLIO;2.354;SÃO BRAZ;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;1;0;5;336.680;COMÉRCIO E SERVIÇO SETORIAL;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";1.072,50;400,00;0;0,00;400,00;0,00;0;0;FABIO FRAHM;PR0000005351D;FABIO FRAHM;PR0000005351D;;;;
51.054.004;32.0.0104.0328; 15/07/2015 ; 13/10/2015 ;;ROLFE MERTENS;25;PILARZINHO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;1;0;336.656;HABITAÇÃO UNIFAMILIAR EM SÉRIE;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";1.507,00;186,13;0;0,00;186,13;0,00;0;1;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;ACASSIO STANGHERLIN;PR0000110075D;;;;
68.032.006;21.2.0101.0038; 15/07/2015 ; 13/10/2015 ; 23/11/2015 ;BIRMÂNIA;172;CAJURU;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Cajuru;1;1;0;336.661;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";532,00;195,27;0;0,00;135,27;0,00;0;0;GILBERTO CEZAR VARGAS;PR0000007973D;GILBERTO CEZAR VARGAS;PR0000007973D;;;;
83.478.012;66.4.0008.0322; 15/07/2015 ; 13/10/2015 ; 20/08/2015 ;JOÃO FREDERICO FOERSTER;132;PINHEIRINHO;ZS2-LV - ZONA DE SERVIÇOS 2 LINHA VERDE - S. SUL-AIB3;Unidade Regional Pinheirinho;1;0;1;336.657;COMÉRCIO E SERVIÇO GERAL;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";468,00;234,00;0;0,00;234,00;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;;;;
83.493.230;66.3.0052.0238; 15/07/2015 ; 13/10/2015 ;;NOSSA SENHORA DO SAGRADO CORAÇÃO;444;PINHEIRINHO;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Pinheirinho;2;1;0;336.673;CONJUNTO HABITACIONAL DE RESIDENCIAS ISOLADAS;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";9.289,05;203,87;0;0,00;203,87;0,00;0;1;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;BORTOLON ARQUITETURA E INCORPORACOES LTDA;;;
84.223.016;56.6.0063.0046; 15/07/2015 ; 13/10/2015 ; 29/10/2015 ;MARIA LUIZA CURIAL DOS SANTOS;461;BOQUEIRÃO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boqueirao;1;2;0;336.649;HABITAÇÃO UNIFAMILIAR;"******; Edícula / Dependência";CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";783,75;267,62;0;0,00;267,62;0,00;0;0;LUIZ ALBERTO STAPASSOLI;PR0000017393D;LUIZ ALBERTO STAPASSOLI;PR0000017393D;;;;
91.026.016;32.3.0018.0496; 15/07/2015 ; 13/10/2015 ;;DOMINGOS ANTONIO MORO;566;PILARZINHO;ZR2 - Zona Residencial 2 - SETOR DE TRANSIÇÃO DO PARQUE NATURAL MUNICIPAL DO TANGUÁ;Unidade Regional Boa Vista;1;4;0;336.670;HABITAÇÃO UNIFAMILIAR EM SÉRIE;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";9.038,10;100,00;0;0,00;100,00;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;;;;
92.005.003;52.0.0036.0236; 15/07/2015 ; 13/10/2015 ;;GUSTAVO BARROSO;41;BARREIRINHA;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;1;1;336.665;"COMÉRCIO E SERVIÇO VICINAL; HABITAÇÃO UNIFAMILIAR";******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";440,00;360,56;0;0,00;392,16;0,00;0;1;CLEISSON CARLOS MALEK NEGOZZEKI;;CLEISSON CARLOS MALEK NEGOZZEKI;;;;;
94.076.087;53.1.0036.0406; 15/07/2015 ; 13/10/2015 ; 22/11/2016 ;FERNANDO DE NORONHA;2.590;SANTA CÂNDIDA;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;1;0;336.659;CONJUNTO HABITACIONAL DE RESIDENCIAS ISOLADAS;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";23.534,88;163,60;0;0,00;163,60;0,00;0;0;FERNANDO SALLES VILELA RAMOS;PR0000114934D;LUIS FERNANDO DE QUEIROZ VALLE;PR0000026106D;;;;
94.076.087;53.1.0036.0406; 15/07/2015 ; 13/10/2015 ; 22/11/2016 ;FERNANDO DE NORONHA;2.590;SANTA CÂNDIDA;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;1;0;336.660;CONJUNTO HABITACIONAL DE RESIDENCIAS ISOLADAS;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";23.534,88;161,19;0;0,00;161,19;0,00;0;0;FERNANDO SALLES VILELA RAMOS;PR0000114934D;LUIS FERNANDO DE QUEIROZ VALLE;PR0000026106D;;;;
96.011.024;54.0.0029.0264; 15/07/2015 ; 13/10/2015 ; 27/11/2015 ;BRASÍLIO BACELLAR FILHO;710;TINGUI;ZR4 - ZONA RESIDENCIAL 4;Unidade Regional Boa Vista;2;0;1;336.651;COMUNITÁRIO 2 - CULTO RELIGIOSO;CASA DE CULTO;REFORMA E AMPLIAÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";1.584,00;737,48;0;0,00;149,11;578,64;0;1;GILSON IVANOWSKI;PR136482D;JANISLEI DA SILVA;PR0000136367D;;;;
98.143.025;55.0.0004.0194; 15/07/2015 ; 13/10/2015 ;;CECÍLIA MARQUES DA LUZ;319;ATUBA;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;1;;336.676;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";363,00;158,71;0;0,00;158,71;0,00;1;;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;LUIZ ROBERTO SANTANA;PR0000027179D;;;;
87.575.037;71.6.0068.0346; 15/08/2015 ; 15/11/2015 ; 12/04/2016 ;JOSÉ SILVESTRE MACHADO;124;CAMPO DE SANTANA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;2;0;337.702;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";140,00;69,90;0;0,00;69,90;0,00;0;0;RAFAEL MASSAMITI NAKADAIRA;PR0000081853D;RAFAEL MASSAMITI NAKADAIRA;PR0000081853D;;;;
19.024.011;45.2.0018.0238; 15/09/2015 ; 14/12/2015 ; 11/05/2017 ;PEDRO NICCO;252;MOSSUNGUÊ;ZR3-T - ZONA RESIDENCIAL 3 TRANSIÇÃO;Unidade Regional Santa Felicidade;3;6;1;337.966;"COMÉRCIO E SERVIÇO VICINAL; HABITAÇÃO COLETIVA";******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";590,70;506,97;0;0,00;506,97;0,00;0;;ELISA OZORIO DE ALMEIDA DANTAS;A0994065;GUILHERME FREDERICO SCHIAVON;PR0000103688D;FIUME SILE ENGENHARIA LTDA - EPP;;;
19.039.012;59.0.0020.0140; 15/09/2015 ; 14/12/2015 ;;AFONSO LIPINSKI;345;ORLEANS;ZR3-T - ZONA RESIDENCIAL 3 TRANSIÇÃO;Unidade Regional Santa Felicidade;4;15;2;337.971;"COMÉRCIO E SERVIÇO VICINAL; HABITAÇÃO COLETIVA";******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";825,00;1.994,78;0;0,00;1.994,78;0,00;0;1;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;MARCOS HENRIQUE BAKRONI;PR0000023694D;;;;
