INDFISCAL;Inscrição Imobiliária;Data Criação Alvará;Data Início Obra;Data Conclusão Obra;Logradouro;Número;Bairro;Grupo Zoneamento;Abrangência;Quantidade Pavimentos;Quantidade de Unidades Residênciais;Quantidade Unidades Não Residênciais;Número Alvará;Uso(s) Alvará;Sub-Uso(s) Alvará;Finalidade;Material(is);Metragem Área Remanescente;Metragem Construída Lote;Número de CAPACs Utilizadas;ACA-Área Adicional de Construção;Área Liberada;Metragem Área Reforma Alvará;Quantidade Blocos Alvará;Quantidade Sub-Solo Alvará;Autor do Projeto;Número Registro Crea/Cau AU;Responsável Técnico;Número Registro Crea/Cau RT;Firma Construtora;Número CVCO;Tipo Vistoria;Data Vistoria;Área Vistoria
87.801.007;75.3.0021.0190; 04/02/2022 ; 05/05/2022 ;;JORNALISTA REINALDO DACHEUX PEREIRA;280;CIDADE INDUSTRIAL;ZUM - ZONA DE USO MISTO 1;Unidade Regional CIC;2;1;;382.670;;******;CONSTRUÇÃO;;450,00;560,65;;0,00;560,65;0,00;0;0;LEONARDO GARCIA DE PAULA;A1500192;ELIANE LIMA DE OLIVEIRA;PR0000027180D;TAS EMPREENDIMENTOS IMOBILIARIOS LTDA.;409055;Total; 14/03/2025 ;560,65
87.861.009;75.1.0011.0128; 23/04/2024 ; 22/07/2024 ;;VICTORIO ESTEVAM;644;CIDADE INDUSTRIAL;ZUM - ZONA DE USO MISTO 1;Unidade Regional CIC;2;1;;400.969;;******;CONSTRUÇÃO;;132,79;111,43;;0,00;111,43;0,00;0;0;leonardo kaiser de oliveira;PR0000206813D;leonardo kaiser de oliveira;PR0000206813D;;409062;Total; 14/03/2025 ;111,43
12.012.001;01.1.0018.0238; 13/01/2025 ; 13/04/2025 ;;DOUTOR FAIVRE;319;CENTRO;ZR4 - ZONA RESIDENCIAL 4 - INCENTIVO ALTO DA XV;Unidade Regional Matriz;0;0;0;407.669;;;REFORMA SIMPLIFICADA;;629,00;0,00;0;0,00;0,00;0,00;0;0;;;JOAO HENRIQUE BURDA DOS SANTOS;PR0000132214D;;409851;Total; 14/04/2025 ;0,00
29.077.001;44.4.0006.0404; 23/04/2009 ; 22/07/2009 ;;EDUARDO SPRADA;2.819;CAMPO COMPRIDO;ZR1 - ZONA RESIDENCIAL 1;Unidade Regional Portao;2;1;0;285.701;;******;CONSTRUÇÃO;;7.862,16;1.812,38;0;0,00;492,75;0,00;0;0;SOLANGE PETRAGLIA KOVALCZUK;PR0000015349D;HUMBERTO CARNASCIALI MIRO;PR0000089729D;;409842;Total; 14/04/2025 ;492,75
29.145.022;77.6.0042.0208; 21/10/2024 ; 19/01/2025 ;;AZIOLY MARIA LUIZA CUTHMA;127;CIDADE INDUSTRIAL;ZR3-T - ZONA RESIDENCIAL 3 TRANSIÇÃO;Unidade Regional CIC;1;;1;405.779;;Ensino;CONSTRUÇÃO;;2.987,58;965,15;;0,00;965,15;0,00;0;0;MAURICIO MELARA;A0215740;MARCELO ULSENHEIMER;PR0000060429D;;409854;Total; 14/04/2025 ;965,15
47.029.094;44.0.0016.0110; 10/03/2022 ; 08/06/2022 ;;PAULO PAMPUCHE;316;CAMPO COMPRIDO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Portao;2;1;;383.466;;Conjunto Habitacional;CONSTRUÇÃO;;10.961,50;295,05;;0,00;295,05;0,00;0;0;PAULO LEONARDO CAVICHIOLO;;PAULO LEONARDO CAVICHIOLO;PR0000067208D;;409873;Total; 14/04/2025 ;295,05
49.125.028;77.5.0035.0124; 02/12/2024 ; 02/03/2025 ;;BENEDITO NOVO;140;CIDADE INDUSTRIAL;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional CIC;1;1;;406.805;;******;;;200,00;147,72;;0,00;119,07;0,00;0;0;KAROLINE BUSKI;PR0000208676D;KAROLINE BUSKI;PR0000208676D;;409868;Total; 14/04/2025 ;119,07
69.139.005;77.3.0042.0064; 30/10/2024 ; 28/01/2025 ;;CIRO DE CASTRO;48;CIDADE INDUSTRIAL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;1;96;;406.044;;Conjunto Habitacional;CONSTRUÇÃO;;5.958,70;6.253,88;;0,00;864,79;0,00;0;0;Gabriel Goes Stocki;PR195315D;Gabriel Goes Stocki;PR195315D;ABRA - ABRIGOS BRASIL INDÚSTRIA - EIRELI;409880;Total; 14/04/2025 ;864,79
69.171.049;68.0.0018.0114; 14/03/2022 ; 14/06/2022 ;;OSIEL FONSECA DE SOUZA;151;AUGUSTA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;1;1;0;383.575;;******;CONSTRUÇÃO;;122,50;33,15;0;0,00;33,15;0,00;0;0;IRINEU CELSO DE SANT ANA;A0245194;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409887;Total; 14/04/2025 ;33,15
82.543.012;65.6.0018.0268; 26/11/2024 ; 24/02/2025 ;;CORONEL DOMINGOS THEODORICO DE FREITAS;231;SÍTIO CERCADO;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Bairro Novo;2;2;1;406.603;;"******; Área de Uso Comum";REFORMA;;283,39;172,93;;0,00;0,00;0,00;0;0;UILIAN AURELIANO SALOMAO;BA0516349252D;UILIAN AURELIANO SALOMAO;BA0516349252D;U. A. SALOMAO ENGENHARIA LTDA;409881;Total; 14/04/2025 ;0,00
83.255.036;66.5.0055.0246; 21/05/2021 ; 21/08/2021 ;;ORESTES CODEGA;524;PINHEIRINHO;ZR4 - ZONA RESIDENCIAL 4;Unidade Regional Pinheirinho;8;56;0;375.938;;******;CONSTRUÇÃO;;1.330,73;4.261,31;0;0,00;4.261,31;0,00;1;1;CARLOS EHLKE;;KRISTOFER NAME FLORENZANO;PR0000083495D;C7 CONSTRUTORA LTDA;409867;Total; 14/04/2025 ;4.261,31
83.500.127;73.1.0002.0704; 04/10/2023 ; 02/01/2024 ;;VEREADOR ANGELO BURBELLO;2.927;UMBARÁ;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Bairro Novo;1;1;;396.776;;Conjunto Habitacional;CONSTRUÇÃO;;27.811,93;190,33;;0,00;190,33;0,00;0;0;FILIPO ARCE MADEIRA CAMPOS JUNIOR;A1654926;GUILHERME JOSE MOLETTA;PR0000123482D;;409877;Total; 14/04/2025 ;190,33
83.529.009;41.0.0035.0506; 19/10/2023 ; 17/01/2024 ;;JOSÉ CASEMIRO STENZOWSKI;61;NOVO MUNDO;ZR4 - ZONA RESIDENCIAL 4;Unidade Regional Pinheirinho;1;1;;397.079;;"******; Edícula";CONSTRUÇÃO;;339,19;165,75;;0,00;165,75;0,00;0;0;SABRINA STAFIN;;FERNANDA GRILLO;PR0000146167D;;409886;Total; 14/04/2025 ;165,75
84.021.018;38.2.0064.0364; 29/10/2024 ; 27/01/2025 ;;DOUTOR JÚLIO CÉSAR RIBEIRO DE SOUZA;1.211;HAUER;ZR3-T - ZONA RESIDENCIAL 3 TRANSIÇÃO;Unidade Regional Boqueirao;2;1;;405.979;;******;REFORMA E AMPLIAÇÃO;;546,00;144,83;;0,00;31,76;0,00;0;0;VIVIAN MARTINS DIAS;A0439126;VIVIAN MARTINS DIAS;A0439126;V M DIAS SERVICOS DE ARQUITETURA LTDA;409858;Total; 14/04/2025 ;31,76
84.268.029;64.0.0061.0042; 20/06/2022 ; 18/09/2022 ;;CRISTIANO STROBEL;3.047;ALTO BOQUEIRÃO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boqueirao;2;1;;385.729;;Conjunto Habitacional;CONSTRUÇÃO;;20.098,00;256,99;;0,00;256,99;0,00;0;0;KATHYA DANIELLE GARCIA;A0690287;LUIZ GONZAGA DE CARVALHO;A0534722;;409860;Total; 14/04/2025 ;256,99
84.656.001;65.3.0059.0198; 30/01/2025 ; 30/04/2025 ;;EDGARD CAVALCANTI DE ALBUQUERQUE;750;SÍTIO CERCADO;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Bairro Novo;2;3;;408.092;;******;CONSTRUÇÃO;;264,70;273,59;;0,00;273,59;0,00;0;0;ROMULO BORTOLAN;PR0000184562D;ROMULO BORTOLAN;PR0000184562D;;409863;Total; 14/04/2025 ;273,59
85.609.002;74.3.0051.0034; 14/08/2024 ; 12/11/2024 ;;AUGUSTO BAZIEWICZ;95;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;2;;403.994;;******;CONSTRUÇÃO;;160,00;95,92;;0,00;95,92;0,00;0;0;FRANCISCO ODAVAL GONCALVES;A0006025;FRANCISCO ODAVAL GONCALVES;A0006025;;409864;Total; 14/04/2025 ;95,92
87.348.067;76.3.0001.2676; 08/04/2019 ; 08/07/2019 ;;PAUL GARFUNKEL;1.671;CIDADE INDUSTRIAL;ZI - ZONA INDUSTRIAL;Unidade Regional CIC;2;0;1;360.774;;******;CONSTRUÇÃO;;14.362,21;7.076,12;0;0,00;3.203,80;0,00;1;0;JAQUELINE DE LOURDES PIRES;A0520934;JAQUELINE DE LOURDES PIRES;A0520934;;409862;Total; 14/04/2025 ;3.203,80
87.766.020;71.7.0074.0268; 27/02/2025 ; 28/05/2025 ;;ELEUTERIO BURBELLO;51;CAMPO DE SANTANA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;2;2;;408.764;;"******; Edícula";CONSTRUÇÃO;;140,00;122,62;;0,00;122,62;0,00;0;0;NOBUO ENOMOTO;A0031305;NOBUO ENOMOTO;A0031305;;409876;Total; 14/04/2025 ;122,62
87.815.001;75.3.0035.0782; 10/06/2021 ; 08/09/2021 ;;JOSÉ MARCELINO DA SILVA JUNIOR;414;CIDADE INDUSTRIAL;ZUM - ZONA DE USO MISTO 2;Unidade Regional CIC;2;1;;376.385;;******;CONSTRUÇÃO;;34.680,00;545,54;;0,00;545,54;0,00;0;0;BARBARA VIVIANE PENHA;A0559903;RONALDO JOSE DOS SANTOS;PR0000025939D;;409883;Total; 14/04/2025 ;545,54
89.160.154;76.9.0058.0954; 07/05/2018 ; 06/08/2018 ;;PEDRO DRIESSEN FILHO;785;CIDADE INDUSTRIAL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;1;0;354.580;;******;CONSTRUÇÃO;;11.335,96;343,43;0;0,00;343,43;0,00;0;0;GILBERTO FIGUEIREDO DE OLIVEIRA;A0588873;GILBERTO FIGUEIREDO DE OLIVEIRA;A0588873;;409852;Total; 14/04/2025 ;343,43
89.441.015;76.9.0014.0050; 13/06/2023 ; 11/09/2023 ;;DEPUTADO CUNHA BUENO;165;CIDADE INDUSTRIAL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;1;1;394.112;;******;;;126,75;185,45;;0,00;185,45;0,00;0;0;RAFAEL MASSAMITI NAKADAIRA;PR0000081853D;RAFAEL MASSAMITI NAKADAIRA;PR0000081853D;;409859;Total; 14/04/2025 ;185,45
89.644.018;76.4.0005.0078; 02/08/2024 ; 31/10/2024 ;;IZABELA VEIGA KULCHESKI;71;CIDADE INDUSTRIAL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;2;;403.694;;"******; Edícula";CONSTRUÇÃO;;180,00;183,32;;0,00;183,32;0,00;0;0;ANTONIO VALMOR JUNKES JUNIOR;PR0000032577D;ANTONIO VALMOR JUNKES JUNIOR;PR0000032577D;;409850;Total; 14/04/2025 ;183,32
89.921.044;76.9.0058.0302; 25/11/2024 ; 23/02/2025 ;;ISIDORO JOÃO BRZEZINSKI;5;CIDADE INDUSTRIAL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;3;1;;406.541;;******;CONSTRUÇÃO;;180,00;184,58;;0,00;184,58;0,00;0;0;Carolina Angelo;PR0000202579D;Carolina Angelo;PR0000202579D;;409844;Total; 14/04/2025 ;184,58
96.155.035;53.4.0014.0920; 30/11/2023 ; 28/02/2024 ;;IRMA SCHREINER MARAN;503;SANTA CÂNDIDA;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;1;;397.978;;Conjunto Habitacional;CONSTRUÇÃO;;57.304,19;161,92;;0,00;161,92;0,00;0;0;MESSALA ARTHUR ROCKER;A0773026;MESSALA ARTHUR ROCKER;A0773026;;409870;Total; 14/04/2025 ;161,92
18.020.039;20.1.0041.0122; 17/04/2024 ; 25/07/2024 ;;ENGENHEIRO ALBERTO MONTEIRO DE CARVALHO;458;CAPÃO DA IMBUIA;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Cajuru;2;2;;400.880;;******;CONSTRUÇÃO;;264,00;280,40;;0,00;280,40;0,00;0;0;BRUNA CAROLINA BATISTA;PR000015536000;BRUNA CAROLINA BATISTA;PR000015536000;BCB INCORPORADORA E CONSTRUTORA LTDA;410560;Total; 14/05/2025 ;280,40
21.026.021;10.0.0057.0444; 11/08/2022 ; 09/11/2022 ;;CORONEL DULCÍDIO;915;BATEL;ZR4 - ZONA RESIDENCIAL 4 - INCENTIVO BATEL;Unidade Regional Matriz;8;64;1;387.017;;******;CONSTRUÇÃO;;1.059,11;5.531,16;;0,00;5.531,16;0,00;0;0;;;GISELE OTT;PR0000119235D;O3 EMPREENDIMENTOS LTDA;410565;Total; 14/05/2025 ;5.531,16
44.042.029;22.0.0001.0100; 27/03/2024 ; 25/06/2024 ;;BR 116;9.993;JARDIM DAS AMÉRICAS;PÓLO-LV - PÓLO DA LINHA VERDE - 6 - S. CENTRAL-P2;Unidade Regional Cajuru;1;;9;400.421;;******;CONSTRUÇÃO;;2.723,63;1.050,00;;0,00;1.050,00;0,00;0;0;FABIO DOMINGUES DO AMARAL CABRAL;A0590410;ANDRE VINICIUS DOS SANTOS AMBROSIO;A0645052;AMBROSIO ARQUITETURA E URBANISMO - LTDA - ME;410545;Total; 14/05/2025 ;1.050,00
66.050.002;37.0.0036.0126; 19/05/2022 ; 17/08/2022 ;;SENADOR SALGADO FILHO;3.226;UBERABA;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Cajuru;1;;2;385.098;;******;CONSTRUÇÃO;;592,95;100,00;;0,00;100,00;0,00;0;0;VALTER GELBCKE;PR0000023494D;VALTER GELBCKE;PR0000023494D;;410548;Total; 14/05/2025 ;100,00
68.012.026;37.1.0016.0048; 23/07/2024 ; 21/10/2024 ;;ELIZABETH JANE BROWN;25;UBERABA;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Cajuru;2;3;;403.342;;******;CONSTRUÇÃO;;372,00;347,98;;0,00;347,98;0,00;0;0;DANYLO SPIACCI;PR0000083487D;DANYLO SPIACCI;PR0000083487D;;410558;Total; 14/05/2025 ;347,98
68.280.037;37.1.0084.0080; 24/04/2024 ; 23/07/2024 ;;CAPITÃO LEONIDAS MARQUES;604;UBERABA;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Cajuru;1;;3;400.999;;******;CONSTRUÇÃO;;1.641,37;637,89;;0,00;637,89;0,00;0;0;SABRINA DANIELLE SLOMPO;;FELIPE PASTRE BORATO;PR0000203940D;;410543;Total; 14/05/2025 ;637,89
28.030.014;21.0.0057.0180; 08/03/2023 ; 06/06/2023 ;;DOUTOR ESTEVAM RIBEIRO DE SOUZA NETTO;463;CAJURU;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Cajuru;2;4;;391.977;;******;CONSTRUÇÃO;;600,00;433,35;;0,00;206,43;0,00;0;0;ANDRESSA PEREIRA BETTEGA;A0504602;ANDRESSA PEREIRA BETTEGA;A0504602;;407738;Parcial; 15/01/2025 ;206,43
51.038.009;13.0.0081.0152; 09/10/2023 ; 07/01/2024 ;;CORONEL JOÃO GUILHERME GUIMARÃES;1.661;BOM RETIRO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Matriz;2;1;;396.880;;******;CONSTRUÇÃO;;480,00;355,24;;0,00;320,24;0,00;0;0;RODOLFO LUIS TOMKIW HANAUER;A0969664;RODOLFO LUIS TOMKIW HANAUER;A0969664;R L TOMKIW HANAUER ARQUITETURA;407742;Total; 15/01/2025 ;320,24
84.756.009;64.6.0109.0250; 12/06/2024 ; 10/09/2024 ;;ANTONIO HONÓRIO CORRÊA;81;ALTO BOQUEIRÃO;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Boqueirao;2;2;;402.284;;******;CONSTRUÇÃO;;180,00;132,25;;0,00;132,25;0,00;0;0;UILIAN AURELIANO SALOMAO;BA0516349252D;UILIAN AURELIANO SALOMAO;BA0516349252D;U. A. SALOMAO ENGENHARIA LTDA;407717;Total; 15/01/2025 ;132,25
89.646.049;76.4.0007.0064; 23/09/2024 ; 22/12/2024 ;;AURORA TEDESCO DOS SANTOS;30;CIDADE INDUSTRIAL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;2;;405.019;;"******; Edícula";CONSTRUÇÃO;;160,00;157,23;;0,00;157,23;0,00;0;0;FRANCISCO ODAVAL GONCALVES;A0006025;FRANCISCO ODAVAL GONCALVES;A0006025;;407716;Total; 15/01/2025 ;157,23
18.016.007;20.1.0040.0270; 15/04/2024 ; 14/07/2024 ;;OSMÁRIO DE LIMA;281;CAPÃO DA IMBUIA;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Cajuru;2;2;;400.781;;******;CONSTRUÇÃO;;308,00;270,68;;0,00;270,68;0,00;0;0;RUDI VALDEMAR REINER JUNIOR;PR0000062350D;RUDI VALDEMAR REINER JUNIOR;PR0000062350D;;409897;Total; 15/04/2025 ;270,68
19.008.004;46.1.0035.0246; 03/05/2024 ; 01/08/2024 ;;PADRE JOSÉ FALARZ;73;SANTO INÁCIO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;2;2;;401.216;;******;CONSTRUÇÃO;;264,00;269,24;;0,00;269,24;0,00;0;0;RUDI VALDEMAR REINER JUNIOR;PR0000062350D;RUDI VALDEMAR REINER JUNIOR;PR0000062350D;;409909;Total; 15/04/2025 ;269,24
19.100.090;59.1.0045.0286; 15/12/2023 ; 14/03/2024 ;;VIRGINIA DALABONA;740;ORLEANS;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;2;1;;398.404;;Conjunto Habitacional;CONSTRUÇÃO;;13.475,48;213,70;;0,00;213,70;0,00;0;0;LEONARDO MASSIGNAN BENATO;PR0000101438D;LEONARDO MASSIGNAN BENATO;PR0000101438D;CASTEVAL CONSTRUCAO E INCORPORACAO LTDA;409929;Total; 15/04/2025 ;213,70
19.100.090;59.1.0045.0286; 23/05/2023 ; 21/08/2023 ;;VIRGINIA DALABONA;740;ORLEANS;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;1;1;;393.634;;Conjunto Habitacional;CONSTRUÇÃO;;13.475,48;129,22;;0,00;129,22;0,00;0;0;LEONARDO MASSIGNAN BENATO;PR0000101438D;LEONARDO MASSIGNAN BENATO;PR0000101438D;CASTEVAL CONSTRUCAO E INCORPORACAO LTDA;409921;Total; 15/04/2025 ;129,22
19.100.090;59.1.0045.0286; 23/05/2023 ; 21/08/2023 ;;VIRGINIA DALABONA;740;ORLEANS;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;1;1;;393.638;;Conjunto Habitacional;CONSTRUÇÃO;;13.475,48;129,22;;0,00;129,22;0,00;0;0;LEONARDO MASSIGNAN BENATO;PR0000101438D;LEONARDO MASSIGNAN BENATO;PR0000101438D;CASTEVAL CONSTRUCAO E INCORPORACAO LTDA;409919;Total; 15/04/2025 ;129,22
19.135.036;46.2.0027.0222; 01/10/2024 ; 30/12/2024 ;;DA MINA DO OURO;355;SANTO INÁCIO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;2;1;;405.207;;Conjunto Habitacional;CONSTRUÇÃO;;55.846,01;390,85;;0,00;390,85;0,00;0;0;LUCIANO SETIM FREITAS;A0271020;LUCIANO SETIM FREITAS;A0271020;;409916;Total; 15/04/2025 ;390,85
19.162.003;59.1.0024.0036; 05/07/2023 ; 03/10/2023 ;;MIGUEL FELIPE DAHER;201;ORLEANS;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;2;3;;394.678;;******;CONSTRUÇÃO;;465,85;422,80;;0,00;422,80;0,00;0;0;RUDI VALDEMAR REINER JUNIOR;PR0000062350D;RUDI VALDEMAR REINER JUNIOR;PR0000062350D;;409908;Final; 15/04/2025 ;162,38
23.097.016;30.0.0088.0340; 01/11/2022 ; 30/01/2023 ;;LOURENÇO GBUR;70;CAMPINA DO SIQUEIRA;ZR1 - ZONA RESIDENCIAL 1;Unidade Regional Santa Felicidade;1;3;;389.053;;******;CONSTRUÇÃO;;1.110,00;243,13;;0,00;183,13;0,00;0;0;LEILA REGINA TON;PR0000033084D;ROBERTO LUIS GARCIA PETRINI;PR0000026705D;;409926;Total; 15/04/2025 ;183,13
24.059.045;24.0.0012.0220; 11/11/2019 ; 10/02/2020 ;;PASTOR WALTER KELM;67;PRADO VELHO;ZUM - ZONA DE USO MISTO 3;Unidade Regional Matriz;2;2;0;365.237;;******;CONSTRUÇÃO;;119,50;91,12;0;0,00;91,12;0,00;0;0;ODENIR NASS;A0757314;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409904;Total; 15/04/2025 ;91,12
24.059.047;24.0.0012.0208; 11/11/2019 ; 10/02/2020 ;;PASTOR WALTER KELM;81;PRADO VELHO;ZUM - ZONA DE USO MISTO 3;Unidade Regional Matriz;2;2;0;365.235;;******;CONSTRUÇÃO;;182,21;91,12;0;0,00;91,12;0,00;0;0;ODENIR NASS;A0757314;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409901;Total; 15/04/2025 ;91,12
24.059.049;24.0.0012.0176; 11/11/2019 ; 10/02/2020 ;;EMBAIXADOR HIPÓLITO DE ARAÚJO;620;PRADO VELHO;ZUM - ZONA DE USO MISTO 3;Unidade Regional Matriz;2;2;0;365.240;;******;CONSTRUÇÃO;;92,48;91,12;0;0,00;91,12;0,00;0;0;ODENIR NASS;A0757314;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409913;Total; 15/04/2025 ;91,12
28.123.010;21.1.0038.0314; 08/12/2023 ; 07/03/2024 ;;TEREZINA;825;CAJURU;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Cajuru;3;18;;398.205;;******;CONSTRUÇÃO;;550,00;569,50;;0,00;569,50;0,00;0;0;SUZI MARA SAMWAYS;A0194867;SUZI MARA SAMWAYS;A0194867;;409899;Total; 15/04/2025 ;569,50
29.072.036;45.2.0036.0186; 25/02/2025 ; 25/02/2025 ;;GRA NICCO;113;MOSSUNGUÊ;ENC - EIXO NOVA CURITIBA;Unidade Regional Santa Felicidade;0;0;6;408.668;;******;REFORMA SIMPLIFICADA;;4.631,00;0,00;0;0,00;0,00;344,80;0;0;;;KATI SALES FAGUNDES;A0305030;;409932;Total; 15/04/2025 ;0,00
39.040.199;60.1.0094.0180; 24/09/2024 ; 23/12/2024 ;;NEY ROMANÓ;197;SÃO BRAZ;ZUCII - ZONA DE URBANIZAÇÃO CONSOLIDADA II - APA PASSAÚNA;Unidade Regional Santa Felicidade;2;1;;405.058;;******;REFORMA E AMPLIAÇÃO;;12.452,30;343,83;;0,00;118,57;225,26;0;0;CAMILA DOS SANTOS LITZ DE CARVALHO;PR0000152984D;CAMILA DOS SANTOS LITZ DE CARVALHO;PR0000152984D;;409918;Total; 15/04/2025 ;118,57
39.041.120;63.2.0045.0102; 13/11/2000 ; 13/02/2001 ;;ANTONIO ESCORSIN;504;SANTA FELICIDADE;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;2;1;;155.462;;******;CONSTRUÇÃO;;31.798,89;477,35;0;0,00;477,35;0,00;;;MESSALA ARTUR ROCKER;;MESSALA ARTUR ROCKER;;;409898;Total; 15/04/2025 ;477,35
39.186.003;60.0.0100.0062; 11/05/1987 ; 10/07/1987 ;;ALFREDO SCORSIN;313;SÃO BRAZ;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;1;1;;121.907;;******;CONSTRUÇÃO;;316,00;138,02;0;0,00;138,02;0,00;;;SALETE MOLETA;PR0000012762D;DIEGO JOSE GONÇALVES;PR0000136523D;;409907;Total; 15/04/2025 ;138,02
46.017.008;22.0.0042.0246; 22/06/2023 ; 20/09/2023 ;;CORONEL FRANCISCO H. DOS SANTOS;1.056;JARDIM DAS AMÉRICAS;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Cajuru;2;;1;394.367;;******;CONSTRUÇÃO;;432,00;297,84;;0,00;297,84;0,00;0;0;ANTONIO CARLOS DOMANSKI JUNIOR;A0527459;PAULO DE TARSO TATIT FERREIRA;PR0000008901D;CONSTRUTORA FACE NOVA LTDA;409900;Total; 15/04/2025 ;297,84
48.247.016;22.1.0015.0226; 05/10/2022 ; 03/01/2023 ;;DOUTOR BRAZILIO FERREIRA DA LUZ;101;JARDIM DAS AMÉRICAS;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Cajuru;1;;3;388.341;;******;CONSTRUÇÃO;;9.791,61;8.606,00;;0,00;8.606,00;0,00;0;0;PAULO DA CRUZ DINNIES;A0018767;FABIO LUIZ NICHELE;PR0000026055D;;409895;Total; 15/04/2025 ;8.606,00
61.064.009;09.2.0086.0046; 06/10/2022 ; 04/01/2023 ;;ACRE;900;ÁGUA VERDE;ZR4 - ZONA RESIDENCIAL 4;Unidade Regional Portao;8;22;;388.405;;******;CONSTRUÇÃO;;735,25;2.999,51;;0,00;2.999,51;0,00;0;0;GUILHERME DIAS DE MACEDO;A1187317;FABIO COLLETTO;;MALBEC ENGENHARIA DE OBRAS LTDA.;409922;Total; 15/04/2025 ;2.999,51
69.086.015;77.2.0064.0066; 12/07/2024 ; 10/10/2024 ;;PROFESSOR OSVALDO ORMIAMIN;550;CIDADE INDUSTRIAL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;;2;403.148;;******;CONSTRUÇÃO;;200,00;200,00;;0,00;200,00;0,00;0;0;ILDENEI JOSE CZERNIAK;PR0000080462D;ILDENEI JOSE CZERNIAK;PR0000080462D;;409894;Total; 15/04/2025 ;200,00
81.182.013;57.3.0065.0066; 18/05/2022 ; 16/08/2022 ;;ESTEVAM MONASTIER;692;XAXIM;ZT-LV - ZONA DE TRANSIÇÃO LINHA VERDE - 12 - S. SUL-AIB3;Unidade Regional Boqueirao;3;9;;385.064;;******;CONSTRUÇÃO;;330,00;343,77;;0,00;343,77;0,00;0;0;CRISTIANE SZWEC GONCALVES;PR0000062071D;CRISTIANE SZWEC GONCALVES;PR0000062071D;;409925;Total; 15/04/2025 ;343,77
